"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","786","TC18 - URL check","chromium","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","964","TC18 - URL check","firefox","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1352","checking Contact button functionality","chromium","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","872","TC06 - Enter valid details","chromium","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","1609","TC20 - DOM loaded","webkit","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","1579","TC13 - Page not crash on actions","webkit","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1239","TC08 - XSS attack","firefox","2026-03-29","passed","2026-03-29","Login Module - Test Cases","login.spec.js","",""
"","6864","TC04 - Item names visible","webkit","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","928","TC17 - Back navigation","firefox","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","972","TC11 - Multiple reloads","chromium","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","973","TC10 - Reload page","chromium","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1777","Verify page title","chromium","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","5652","checking for myorders functional block","webkit","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","1211","TC18 - Email field type","webkit","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","1249","Verify no crash on load","chromium","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","2102","TC15 - Page loads after wait","webkit","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1184","TC12 - Multiple rapid clicks","firefox","2026-03-29","passed","2026-03-29","Login Module - Test Cases","login.spec.js","",""
"","1727","Verify chat page loads","chromium","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","851","TC13 - Page not crash on actions","chromium","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1343","checking My Orders button functionality","chromium","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","2078","Verify responsive view (mobile)","firefox","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","1094","TC16 - Login link visible","webkit","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","616","TC19 - Required attribute validation","chromium","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","1533","TC11 - Special characters in name","webkit","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","812","TC13 - Password field masked","chromium","2026-03-29","passed","2026-03-29","Login Module - Test Cases","login.spec.js","",""
"","1162","TC09 - Password masked","webkit","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","5952","TC06 - Logout element safe check","firefox","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","2208","Verify responsive view (mobile)","firefox","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","6189","TC06 - Logout element safe check","webkit","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","2265","checking for the functionality of second View all which navigates orders page","firefox","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","922","TC13 - Page not crash on actions","firefox","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1001","TC19 - Page title exists","chromium","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","1313","TC03 - Invalid email format","firefox","2026-03-29","passed","2026-03-29","Login Module - Test Cases","login.spec.js","",""
"","1306","checking Messages button functionality","chromium","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","1038","TC12 - Spaces in input","firefox","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","6152","TC02 - Navbar exists (generic check)","webkit","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1184","TC13 - Cart scroll works","firefox","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","994","TC10 - Long name input","firefox","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","1338","Verify no console errors (basic)","chromium","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","1768","Verify scroll works in chat page","chromium","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","30187","TC14 - Rapid clicks safe","firefox","2026-03-29","broken","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","868","TC15 - XSS attack in name","chromium","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","1576","TC07 - Empty form submission","webkit","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","1893","Verify no crash on load","firefox","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","1407","Verify session persists after reload","chromium","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","1717","Verify responsive view (mobile)","chromium","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","1031","TC11 - Special characters in name","firefox","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","4567","Verify multiple DOM elements exist","webkit","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","1684","TC17 - Back navigation","webkit","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","750","TC12 - Spaces in input","chromium","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","4682","checking for the second sell bike button","webkit","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","1107","TC10 - Reload page","firefox","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","2132","checking for Browse available bikes link navigates to browse bike page","firefox","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","2065","checking My Orders button functionality","firefox","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","1637","TC18 - Forward navigation","webkit","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","1744","TC15 - Page loads after wait","chromium","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1809","Verify no console errors (basic)","chromium","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","1371","TC11 - Multiple reloads","webkit","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","2288","checking for the functionality of first View all link","firefox","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","826","TC18 - Forward navigation","firefox","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","1025","TC21","firefox","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","5607","Verify refresh keeps orders page","webkit","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","3040","Verify page is visible","firefox","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","874","TC20 - Form remains after submit","chromium","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","1956","Verify user remains logged in","firefox","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","1207","TC06 - Unregistered email","firefox","2026-03-29","passed","2026-03-29","Login Module - Test Cases","login.spec.js","",""
"","1350","TC04 - Empty password","firefox","2026-03-29","passed","2026-03-29","Login Module - Test Cases","login.spec.js","",""
"","3610","Verify refresh keeps chat page","webkit","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","6959","Verify page is visible","webkit","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","5002","checking My Orders button functionality","webkit","2026-03-29","passed","2026-03-29","","dashBoard.spec.js","",""
"","918","TC18 - Email field type","firefox","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","2134","Verify page title","firefox","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","1429","Verify refresh keeps orders page","chromium","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","982","TC01 - Page loads successfully","firefox","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1729","Verify refresh keeps chat page","chromium","2026-03-29","passed","2026-03-29","","messages.spec.js","",""
"","2139","TC02 - Empty email & password","webkit","2026-03-29","passed","2026-03-29","Login Module - Test Cases","login.spec.js","",""
"","6051","TC03 - Home element safe check","webkit","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1998","TC10 - Cart UI stable on reload","webkit","2026-03-29","passed","2026-03-29","Module 5 - Shopping Cart","cart.spec.js","",""
"","932","TC01 - Page loads successfully","chromium","2026-03-29","passed","2026-03-29","Module 3 - Navigation Bar","navbar.spec.js","",""
"","1254","TC17 - Login link navigation","firefox","2026-03-29","passed","2026-03-29","Module 2 - User Registration","register.spec.js","",""
"","899","TC13 - Password field masked","firefox","2026-03-29","passed","2026-03-29","Login Module - Test Cases","login.spec.js","",""
"","1976","Verify page is visible","chromium","2026-03-29","passed","2026-03-29","","orders.spec.js","",""
"","1282","has title","webkit","2026-03-29","passed","2026-03-29","","example.spec.js","",""
